CollarSerialNumber,Year,Julianday,Hour,Minute,Activity,Temperature,Latitude,Longitude,Hdop,NumSats,FixTime,2D/3D,Date,Time Zone
51895,22,130,17,0,0,31,-32.47182,152.42597,0.9,9,38,3,10/05/2022,
51895,22,130,18,0,6,30,-32.47171,152.42607,0.8,9,39,3,10/05/2022,
51895,22,130,19,0,0,31,-32.47187,152.42594,1.2,6,42,3,10/05/2022,
51895,22,130,20,1,68,26,-32.47555,152.40583,0.8,10,88,3,10/05/2022,
51895,22,130,21,0,82,25,-32.47276,152.39141,0.8,10,37,3,10/05/2022,
51895,22,130,22,0,90,26,-32.47442,152.41117,0.8,10,38,3,10/05/2022,
51895,22,130,23,0,92,25,-32.44059,152.45425,0.9,8,38,3,10/05/2022,
51895,22,131,1,1,92,27,-32.43298,152.52169,1,8,61,3,11/05/2022,
51895,22,131,2,0,54,28,-32.43712,152.52703,1.1,8,38,3,11/05/2022,
51895,22,131,3,0,94,29,-32.44661,152.51403,0.7,11,40,3,11/05/2022,
51895,22,131,4,0,14,31,-32.44686,152.5138,1,8,39,3,11/05/2022,
51895,22,131,5,0,14,30,-32.44674,152.51399,1,9,38,3,11/05/2022,
51895,22,131,6,0,38,30,-32.44689,152.51396,0.9,9,38,3,11/05/2022,
51895,22,131,7,0,12,29,-32.44688,152.51394,0.8,10,37,3,11/05/2022,
51895,22,131,8,0,40,28,-32.44696,152.5138,1.2,7,38,3,11/05/2022,
51895,22,131,9,0,2,27,-32.44701,152.51396,0.9,8,38,3,11/05/2022,
51895,22,131,10,0,48,30,-32.44692,152.51396,1.3,8,38,3,11/05/2022,
51895,22,131,11,0,14,31,-32.44673,152.51399,1,9,39,3,11/05/2022,
51895,22,131,12,0,42,31,-32.44677,152.51387,1,7,39,3,11/05/2022,
51895,22,131,13,0,30,31,-32.44684,152.51387,0.7,9,37,3,11/05/2022,
51895,22,131,14,0,36,31,-32.44695,152.51396,1.1,7,40,3,11/05/2022,
51895,22,131,15,0,10,30,-32.447,152.51388,1.1,7,40,3,11/05/2022,
51895,22,131,16,0,4,27,-32.44688,152.51387,0.8,9,38,3,11/05/2022,
51895,22,131,17,0,8,27,-32.4466,152.51379,1,7,39,3,11/05/2022,
51895,22,131,18,0,74,28,-32.4469,152.51368,0.9,8,38,3,11/05/2022,
51895,22,131,19,0,22,28,-32.4467,152.51402,0.7,11,40,3,11/05/2022,
51895,22,131,20,0,12,29,-32.44697,152.51383,1,9,38,3,11/05/2022,
51895,22,131,21,0,2,30,-32.4469,152.51388,0.9,8,38,3,11/05/2022,
51895,22,131,22,0,0,29,-32.44691,152.51402,0.8,9,38,3,11/05/2022,
51895,22,131,23,0,70,29,-32.44665,152.51379,1.1,7,38,3,11/05/2022,
51895,22,132,0,0,44,30,-32.44698,152.51379,0.9,8,38,3,12/05/2022,
51895,22,132,1,0,2,30,-32.44691,152.51388,0.9,8,38,3,12/05/2022,
51895,22,132,2,0,32,29,-32.44671,152.51394,1.1,8,37,3,12/05/2022,
51895,22,132,3,0,2,30,-32.44681,152.51399,1,8,38,3,12/05/2022,
51895,22,132,4,0,0,28,-32.44685,152.51414,1,8,40,3,12/05/2022,
51895,22,132,5,0,50,28,-32.44675,152.51396,1.2,8,38,3,12/05/2022,
51895,22,132,6,0,12,30,-32.44729,152.51434,0.7,10,38,3,12/05/2022,
51895,22,132,7,0,78,28,-32.45232,152.51254,0.7,10,38,3,12/05/2022,
51895,22,132,8,0,94,28,-32.44704,152.51239,0.9,9,38,3,12/05/2022,
51895,22,132,9,0,86,30,-32.44638,152.51315,0.9,9,38,3,12/05/2022,
51895,22,132,10,0,48,30,-32.44685,152.51722,0.9,9,38,3,12/05/2022,
51895,22,132,11,0,78,30,-32.44677,152.51396,1.1,7,39,3,12/05/2022,
51895,22,132,12,0,46,33,-32.44638,152.51289,1.1,8,39,3,12/05/2022,
51895,22,132,13,0,2,33,-32.4464,152.51277,0.9,8,38,3,12/05/2022,
51895,22,132,14,0,14,32,-32.44619,152.51304,1.1,7,38,3,12/05/2022,
51895,22,132,15,0,80,30,-32.44637,152.51277,1.1,7,38,3,12/05/2022,
51895,22,132,16,0,44,30,-32.44598,152.51348,0.7,10,38,3,12/05/2022,
51895,22,132,17,0,4,30,-32.44606,152.51358,0.9,8,38,3,12/05/2022,
51895,22,132,18,0,4,30,-32.44586,152.51368,0.9,8,39,3,12/05/2022,
51895,22,132,19,1,10,30,-32.44573,152.51379,1.2,8,71,3,12/05/2022,
51895,22,132,20,0,0,30,-32.44602,152.51345,1,9,38,3,12/05/2022,
51895,22,132,21,0,0,34,-32.44598,152.51364,0.8,9,38,3,12/05/2022,
51895,22,132,22,0,2,36,-32.44604,152.5133,1,7,38,3,12/05/2022,
51895,22,132,23,1,30,30,-32.44601,152.51353,0.9,8,64,3,12/05/2022,
51895,22,133,0,1,0,29,-32.44603,152.51358,0.9,8,64,3,13/05/2022,
51895,22,133,1,0,0,29,-32.44595,152.51353,0.9,9,38,3,13/05/2022,
51895,22,133,2,0,2,30,-32.44595,152.51335,1.8,6,38,3,13/05/2022,
51895,22,133,3,0,2,32,-32.44604,152.51348,1,10,37,3,13/05/2022,
51895,22,133,4,0,0,35,-32.446,152.51341,0.8,9,60,3,13/05/2022,
51895,22,133,5,0,8,31,-32.44601,152.51371,1.3,7,42,3,13/05/2022,
51895,22,133,6,0,10,34,-32.44586,152.51396,0.9,9,38,3,13/05/2022,
51895,22,133,7,0,82,29,-32.43967,152.5334,0.8,9,38,3,13/05/2022,
51895,22,133,8,1,44,29,-32.43912,152.53268,0.8,9,99,3,13/05/2022,
51895,22,133,9,0,76,29,-32.44201,152.53334,1,8,38,3,13/05/2022,
51895,22,133,10,0,56,29,-32.44169,152.53042,1.1,8,39,3,13/05/2022,
51895,22,133,11,0,68,31,-32.44251,152.5294,1,8,38,3,13/05/2022,
51895,22,133,12,0,40,33,-32.44114,152.52906,0.8,9,38,3,13/05/2022,
51895,22,133,13,0,2,33,-32.44113,152.52905,0.8,9,38,3,13/05/2022,
51895,22,133,14,0,30,31,-32.44098,152.52943,1.2,7,38,3,13/05/2022,
51895,22,133,15,0,70,29,-32.44438,152.52284,0.9,8,38,3,13/05/2022,
51895,22,133,16,0,92,29,-32.44771,152.51425,0.7,10,37,3,13/05/2022,
51895,22,133,17,0,72,30,-32.44386,152.52104,1,7,50,3,13/05/2022,
51895,22,133,19,0,0,31,-32.44382,152.52119,0.9,9,38,3,13/05/2022,
51895,22,133,20,0,0,32,-32.44396,152.52105,0.9,9,40,3,13/05/2022,
51895,22,133,23,1,2,33,-32.44408,152.52088,1.8,4,53,3,13/05/2022,
51895,22,134,0,0,4,31,-32.44449,152.52037,3.8,4,38,3,14/05/2022,
51895,22,134,1,0,54,30,-32.44728,152.51432,1,7,58,3,14/05/2022,
51895,22,134,2,0,2,30,-32.44719,152.51425,1.3,6,38,3,14/05/2022,
51895,22,134,3,0,60,29,-32.44832,152.51612,1.8,5,38,3,14/05/2022,
51895,22,134,4,0,2,30,-32.44834,152.516,1.1,6,40,3,14/05/2022,
51895,22,134,5,0,2,30,-32.44812,152.51562,1.6,4,38,3,14/05/2022,
51895,22,134,6,0,12,31,-32.44823,152.51585,1.4,5,38,3,14/05/2022,
51895,22,134,7,1,44,29,-32.44703,152.51322,2.8,4,62,3,14/05/2022,
51895,22,134,8,0,66,31,-32.44599,152.51371,1.3,6,50,3,14/05/2022,
51895,22,134,10,0,10,33,-32.44606,152.51353,2.1,6,39,3,14/05/2022,
51895,22,134,11,0,12,44,-32.44615,152.51303,1,7,38,3,14/05/2022,
51895,22,134,12,0,0,36,-32.44594,152.51333,1.1,6,38,3,14/05/2022,
51895,22,134,13,0,2,34,-32.446,152.51319,1.1,5,38,3,14/05/2022,
51895,22,134,14,0,42,33,-32.44625,152.51312,1.3,4,40,3,14/05/2022,
51895,22,134,15,0,12,32,-32.44612,152.5131,0.8,9,39,3,14/05/2022,
51895,22,134,16,0,48,31,-32.44869,152.5045,0.7,10,38,3,14/05/2022,
51895,22,134,17,0,90,30,-32.43421,152.48149,0.8,9,39,3,14/05/2022,
51895,22,134,18,0,90,30,-32.41463,152.47389,1.2,7,38,3,14/05/2022,
51895,22,134,19,0,84,30,-32.40514,152.4893,1.5,6,38,3,14/05/2022,
51895,22,134,20,0,42,30,-32.4055,152.49313,0.9,9,40,3,14/05/2022,
51895,22,134,21,0,2,31,-32.40541,152.49311,0.9,10,38,3,14/05/2022,
51895,22,134,22,0,0,30,-32.40542,152.49316,0.8,9,38,3,14/05/2022,
51895,22,134,23,0,20,29,-32.40545,152.49313,1,8,38,3,14/05/2022,
51895,22,135,0,0,0,29,-32.40536,152.49328,0.9,8,38,3,15/05/2022,
51895,22,135,1,0,2,29,-32.40549,152.49328,1.1,8,38,3,15/05/2022,
51895,22,135,2,0,6,31,-32.40542,152.49316,1.2,7,38,3,15/05/2022,
51895,22,135,3,0,10,31,-32.40552,152.49313,0.9,9,38,3,15/05/2022,
51895,22,135,4,0,2,28,-32.40541,152.49316,0.9,9,38,3,15/05/2022,
51895,22,135,5,0,4,28,-32.40547,152.49316,1.1,8,38,3,15/05/2022,
51895,22,135,6,0,50,28,-32.39837,152.50433,1,9,38,3,15/05/2022,
51895,22,135,7,0,92,28,-32.40109,152.51554,0.9,9,38,3,15/05/2022,
51895,22,135,8,0,74,30,-32.41156,152.5128,1.1,7,39,3,15/05/2022,
51895,22,135,9,0,6,32,-32.41138,152.5128,1.3,7,38,3,15/05/2022,
51895,22,135,10,0,6,34,-32.41126,152.51315,1.2,7,38,3,15/05/2022,
51895,22,135,11,0,2,34,-32.41164,152.51272,0.9,8,38,3,15/05/2022,
51895,22,135,12,0,0,35,-32.41174,152.51277,0.9,8,38,3,15/05/2022,
51895,22,135,13,0,8,37,-32.41157,152.51307,1.1,7,39,3,15/05/2022,
51895,22,135,14,0,54,31,-32.41734,152.51472,1.3,6,39,3,15/05/2022,
51895,22,135,15,0,82,32,-32.43207,152.51971,1.1,6,38,3,15/05/2022,
51895,22,135,16,0,80,31,-32.43825,152.51899,0.9,8,58,3,15/05/2022,
51895,22,135,17,0,84,30,-32.44955,152.51623,0.9,8,38,3,15/05/2022,
51895,22,135,18,0,28,31,-32.44692,152.51625,1.1,6,41,3,15/05/2022,
51895,22,135,19,0,56,30,-32.44773,152.51524,0.9,9,38,3,15/05/2022,
51895,22,135,20,0,76,30,-32.4459,152.51345,0.8,10,39,3,15/05/2022,
51895,22,135,21,0,0,32,-32.44604,152.5135,0.8,9,38,3,15/05/2022,
51895,22,135,22,0,2,35,-32.44607,152.51371,1.2,6,38,3,15/05/2022,
51895,22,135,23,0,0,34,-32.44635,152.5133,1.6,5,38,3,15/05/2022,
51895,22,136,0,0,2,33,-32.446,152.51368,0.9,8,40,3,16/05/2022,
51895,22,136,1,0,0,33,-32.44593,152.51361,1.2,7,38,3,16/05/2022,
51895,22,136,2,0,2,31,-32.44614,152.5135,1.2,7,38,3,16/05/2022,
51895,22,136,3,0,8,31,-32.44592,152.51338,0.7,10,38,3,16/05/2022,
51895,22,136,4,0,2,32,-32.44588,152.51342,0.8,10,38,3,16/05/2022,
51895,22,136,5,0,24,30,-32.44579,152.51387,1,9,37,3,16/05/2022,
51895,22,136,6,0,56,27,-32.4493,152.51391,0.8,10,38,3,16/05/2022,
51895,22,136,7,0,94,25,-32.45698,152.49282,1.1,8,38,3,16/05/2022,
51895,22,136,8,0,92,26,-32.46027,152.4678,0.9,8,37,3,16/05/2022,
51895,22,136,9,0,40,33,-32.46075,152.46757,1,8,38,3,16/05/2022,
51895,22,136,10,0,12,37,-32.46049,152.46768,1.1,8,38,3,16/05/2022,
51895,22,136,11,0,48,34,-32.46056,152.46783,0.9,9,37,3,16/05/2022,
51895,22,136,12,0,2,34,-32.46061,152.46783,0.8,10,38,3,16/05/2022,
51895,22,136,13,0,0,35,-32.46061,152.46778,0.8,10,38,3,16/05/2022,
51895,22,136,14,0,10,36,-32.46062,152.46783,1,8,38,3,16/05/2022,
51895,22,136,15,0,52,28,-32.46348,152.46295,1.1,7,38,3,16/05/2022,
51895,22,136,16,0,74,28,-32.46158,152.46699,0.9,8,38,3,16/05/2022,
51895,22,136,17,0,98,25,-32.41756,152.47187,1.6,6,38,3,16/05/2022,
51895,22,136,19,0,86,24,-32.40209,152.45913,0.9,9,39,3,16/05/2022,
51895,22,136,22,2,76,25,-32.43463,152.52429,0.9,8,115,3,16/05/2022,
51895,22,136,23,0,88,24,-32.44808,152.51528,0.9,8,38,3,16/05/2022,
51895,22,137,0,0,42,25,-32.44758,152.51448,0.8,9,39,3,17/05/2022,
51895,22,137,1,0,4,32,-32.44754,152.51472,0.9,9,40,3,17/05/2022,
51895,22,137,2,0,0,29,-32.44742,152.51452,1,8,38,3,17/05/2022,
51895,22,137,3,0,26,28,-32.44687,152.51399,0.7,11,38,3,17/05/2022,
51895,22,137,4,0,42,25,-32.44729,152.51426,0.8,9,38,3,17/05/2022,
51895,22,137,5,0,2,24,-32.4472,152.51429,1,9,38,3,17/05/2022,
51895,22,137,6,0,2,25,-32.44721,152.51425,0.8,10,38,3,17/05/2022,
51895,22,137,7,0,88,25,-32.44687,152.5138,0.8,9,38,3,17/05/2022,
51895,22,137,8,0,48,26,-32.44596,152.51358,0.8,10,38,3,17/05/2022,
51895,22,137,9,0,14,29,-32.44582,152.51365,1,8,39,3,17/05/2022,
51895,22,137,10,0,0,30,-32.44612,152.51368,1.6,6,38,3,17/05/2022,
51895,22,137,11,0,0,30,-32.44598,152.51368,0.8,9,38,3,17/05/2022,
51895,22,137,12,0,2,32,-32.44609,152.51376,0.8,9,38,3,17/05/2022,
51895,22,137,13,0,0,29,-32.44573,152.51379,0.8,9,39,3,17/05/2022,
51895,22,137,14,0,52,30,-32.44765,152.51533,1,8,38,3,17/05/2022,
51895,22,137,15,0,24,29,-32.4463,152.51655,0.9,8,38,3,17/05/2022,
51895,22,137,16,0,62,28,-32.45041,152.51196,1,8,37,3,17/05/2022,
51895,22,137,17,0,68,26,-32.44668,152.51379,0.8,9,38,3,17/05/2022,
51895,22,137,18,0,46,25,-32.44795,152.5149,1.1,8,38,3,17/05/2022,
51895,22,137,19,0,18,27,-32.44788,152.5151,0.9,9,37,3,17/05/2022,
51895,22,137,20,0,74,24,-32.4403,152.52581,0.9,9,38,3,17/05/2022,
51895,22,137,21,0,24,25,-32.44181,152.52711,0.8,10,38,3,17/05/2022,
51895,22,137,22,0,70,25,-32.43746,152.53462,0.8,9,38,3,17/05/2022,
51895,22,137,23,1,92,26,-32.43395,152.53695,1.3,6,63,3,17/05/2022,
51895,22,138,1,0,94,23,-32.44012,152.53446,1.5,6,38,3,18/05/2022,
51895,22,138,2,0,94,23,-32.44858,152.51506,1.1,7,38,3,18/05/2022,
51895,22,138,3,1,12,25,-32.44821,152.51612,1.3,6,100,3,18/05/2022,
51895,22,138,4,0,0,25,-32.44827,152.51593,0.8,10,38,3,18/05/2022,
51895,22,138,5,0,0,25,-32.44836,152.51593,1.1,8,38,3,18/05/2022,
51895,22,138,6,0,48,23,-32.45204,152.51768,1,8,38,3,18/05/2022,
51895,22,138,7,0,56,23,-32.44746,152.5146,0.9,8,39,3,18/05/2022,
51895,22,138,8,0,48,23,-32.44665,152.51399,0.8,10,38,3,18/05/2022,
51895,22,138,9,0,46,25,-32.44745,152.51689,1,7,38,3,18/05/2022,
51895,22,138,10,0,4,25,-32.44742,152.51712,1,8,38,3,18/05/2022,
51895,22,138,11,0,2,26,-32.44738,152.51712,1,8,37,3,18/05/2022,
51895,22,138,12,0,4,30,-32.44745,152.51693,0.9,8,38,3,18/05/2022,
51895,22,138,13,0,18,30,-32.44617,152.51899,2.3,6,38,3,18/05/2022,
51895,22,138,14,0,82,28,-32.4447,152.51953,1,7,37,3,18/05/2022,
51895,22,138,15,0,2,29,-32.44484,152.51953,0.9,8,38,3,18/05/2022,
51895,22,138,16,0,2,28,-32.44472,152.51951,1.1,7,38,3,18/05/2022,
51895,22,138,17,0,8,30,-32.44447,152.51963,1.1,7,38,3,18/05/2022,
51895,22,138,18,0,88,24,-32.44459,152.52523,0.7,11,38,3,18/05/2022,
51895,22,138,19,1,82,23,-32.44808,152.51528,1,9,88,3,18/05/2022,
51895,22,138,20,0,20,24,-32.44847,152.51615,0.8,10,37,3,18/05/2022,
51895,22,138,21,0,6,25,-32.44871,152.51571,0.7,11,38,3,18/05/2022,
51895,22,138,22,0,90,24,-32.44717,152.51933,1,7,38,3,18/05/2022,
51895,22,138,23,0,60,24,-32.4486,152.51551,1.1,7,39,3,18/05/2022,
51895,22,139,0,0,38,24,-32.4495,152.51528,0.8,9,38,3,19/05/2022,
51895,22,139,1,0,48,25,-32.44745,152.51609,1,9,38,3,19/05/2022,
51895,22,139,2,0,2,25,-32.4475,152.51615,1,8,38,3,19/05/2022,
51895,22,139,3,0,2,25,-32.44751,152.51589,0.9,9,38,3,19/05/2022,
51895,22,139,4,0,2,24,-32.44752,152.51609,0.8,10,38,3,19/05/2022,
51895,22,139,5,0,6,23,-32.4481,152.51582,1,9,38,3,19/05/2022,
51895,22,139,6,0,36,23,-32.44413,152.51875,0.8,9,38,3,19/05/2022,
51895,22,139,7,0,78,23,-32.44586,152.52273,0.8,9,38,3,19/05/2022,
51895,22,139,8,0,90,24,-32.43938,152.51956,0.8,9,39,3,19/05/2022,
51895,22,139,9,0,98,27,-32.45124,152.51963,1,8,38,3,19/05/2022,
51895,22,139,10,0,94,29,-32.45113,152.51974,1,8,39,3,19/05/2022,
51895,22,139,11,0,48,30,-32.45199,152.51989,1,7,38,3,19/05/2022,
51895,22,139,12,0,4,35,-32.45205,152.51986,0.9,9,37,3,19/05/2022,
51895,22,139,13,0,2,34,-32.45199,152.51991,1,7,38,3,19/05/2022,
51895,22,139,14,0,4,35,-32.45199,152.51983,1.3,6,38,3,19/05/2022,
51895,22,139,15,0,2,30,-32.45199,152.51986,0.9,8,39,3,19/05/2022,
51895,22,139,16,0,4,30,-32.4521,152.51991,1.1,7,38,3,19/05/2022,
51895,22,139,17,0,2,34,-32.45199,152.51986,1,8,38,3,19/05/2022,
51895,22,139,18,0,2,40,-32.45202,152.51983,1.1,8,38,3,19/05/2022,
51895,22,139,19,0,66,24,-32.44908,152.51567,0.9,9,38,3,19/05/2022,
51895,22,139,20,1,82,23,-32.44809,152.5148,0.8,10,93,3,19/05/2022,
51895,22,139,21,0,40,26,-32.44931,152.5167,0.7,11,39,3,19/05/2022,
51895,22,139,22,0,86,24,-32.45636,152.49534,1,7,38,3,19/05/2022,
51895,22,139,23,0,90,24,-32.4356,152.4867,1.1,7,38,3,19/05/2022,
51895,22,140,0,0,86,25,-32.41272,152.4707,0.8,9,45,3,20/05/2022,
51895,22,140,2,0,70,25,-32.39136,152.45687,1,8,38,3,20/05/2022,
51895,22,140,3,0,64,23,-32.39452,152.4526,0.7,11,38,3,20/05/2022,
51895,22,140,4,0,18,25,-32.3941,152.45314,0.8,10,39,3,20/05/2022,
51895,22,140,5,0,6,28,-32.39428,152.45288,0.9,9,38,3,20/05/2022,
51895,22,140,6,0,2,27,-32.39363,152.45283,0.9,8,38,3,20/05/2022,
51895,22,140,7,0,16,26,-32.39418,152.45295,0.9,9,38,3,20/05/2022,
51895,22,140,8,0,4,28,-32.39429,152.45303,0.8,10,38,3,20/05/2022,
51895,22,140,9,0,2,28,-32.3941,152.453,1.1,7,38,3,20/05/2022,
51895,22,140,10,0,12,28,-32.39452,152.45486,1.3,7,38,3,20/05/2022,
51895,22,140,11,0,82,24,-32.40819,152.46722,0.8,10,38,3,20/05/2022,
51895,22,140,13,0,2,32,-32.40879,152.46791,0.8,9,38,3,20/05/2022,
51895,22,140,14,0,6,33,-32.40883,152.46788,0.9,8,38,3,20/05/2022,
51895,22,140,15,0,4,30,-32.40887,152.46775,0.8,9,40,3,20/05/2022,
51895,22,140,16,0,16,27,-32.40893,152.46795,0.9,9,38,3,20/05/2022,
51895,22,140,17,0,72,24,-32.41913,152.48306,0.7,11,38,3,20/05/2022,
51895,22,140,18,0,80,23,-32.43191,152.51562,0.7,10,38,3,20/05/2022,
51895,22,140,19,1,86,23,-32.43357,152.52349,0.9,9,88,3,20/05/2022,
51895,22,140,20,0,90,23,-32.44718,152.51907,1.1,8,38,3,20/05/2022,
51895,22,140,21,0,90,25,-32.44777,152.51506,0.7,10,38,3,20/05/2022,
51895,22,140,22,0,50,25,-32.44934,152.51567,0.9,8,38,3,20/05/2022,
51895,22,140,23,0,66,24,-32.44915,152.51628,0.9,8,38,3,20/05/2022,
51895,22,141,0,0,70,25,-32.44858,152.51518,0.8,9,39,3,21/05/2022,
51895,22,141,1,0,50,26,-32.44757,152.51609,1,8,42,3,21/05/2022,
51895,22,141,2,0,2,27,-32.44764,152.51597,0.8,10,39,3,21/05/2022,
51895,22,141,3,0,2,27,-32.44764,152.51608,1.1,7,38,3,21/05/2022,
51895,22,141,4,0,2,29,-32.44762,152.51609,0.9,9,42,3,21/05/2022,
51895,22,141,6,0,8,26,-32.44758,152.51658,0.8,10,38,3,21/05/2022,
51895,22,141,7,0,78,25,-32.44042,152.53161,0.9,8,38,3,21/05/2022,
51895,22,141,8,0,62,27,-32.43952,152.53237,1.2,7,37,3,21/05/2022,
51895,22,141,9,0,50,25,-32.44555,152.52302,0.9,8,38,3,21/05/2022,
51895,22,141,10,0,74,25,-32.45225,152.51821,1.2,7,40,3,21/05/2022,
51895,22,141,11,1,78,25,-32.44665,152.51396,0.8,10,64,3,21/05/2022,
51895,22,141,13,0,52,25,-32.44869,152.51524,0.8,9,38,3,21/05/2022,
51895,22,141,14,0,50,27,-32.44863,152.51516,0.8,10,38,3,21/05/2022,
51895,22,141,15,0,46,27,-32.44781,152.51518,0.8,9,39,3,21/05/2022,
51895,22,141,18,1,0,28,-32.44766,152.51608,0.9,9,90,3,21/05/2022,
51895,22,141,20,1,58,27,-32.44816,152.51567,0.8,10,90,3,21/05/2022,
51895,22,141,21,1,28,28,-32.4481,152.516,0.8,9,105,3,21/05/2022,
51895,22,141,22,0,42,26,-32.44745,152.5162,1,7,39,3,21/05/2022,
51895,22,141,23,0,2,27,-32.44751,152.51623,1,7,38,3,21/05/2022,
51895,22,142,0,0,2,28,-32.44744,152.51628,1.1,7,38,3,22/05/2022,
51895,22,142,1,0,60,25,-32.44791,152.51669,1,8,38,3,22/05/2022,
51895,22,142,2,0,28,27,-32.44848,152.51647,0.8,9,40,3,22/05/2022,
51895,22,142,4,1,4,27,-32.44911,152.51643,1.4,6,61,3,22/05/2022,
51895,22,142,5,0,70,25,-32.45294,152.52001,1,6,38,3,22/05/2022,
51895,22,142,6,0,74,25,-32.44878,152.516,0.9,8,38,3,22/05/2022,
51895,22,142,7,0,14,25,-32.44806,152.51686,1.4,5,40,3,22/05/2022,
51895,22,142,8,0,52,24,-32.4409,152.51734,1.3,6,40,3,22/05/2022,
51895,22,142,9,0,92,24,-32.43469,152.52189,4.2,5,38,3,22/05/2022,
51895,22,142,10,0,82,25,-32.43748,152.52136,1.3,5,38,3,22/05/2022,
51895,22,142,11,0,50,25,-32.43523,152.52517,1.8,4,38,3,22/05/2022,
51895,22,142,16,1,2,30,-32.43554,152.5249,1.4,5,55,3,22/05/2022,
51895,22,142,19,0,78,23,-32.44874,152.51623,1.4,6,38,3,22/05/2022,
51895,22,142,20,0,68,24,-32.44843,152.51554,1.1,6,38,3,22/05/2022,
51895,22,143,0,1,24,25,-32.44909,152.51554,1.2,5,69,3,23/05/2022,
51895,22,143,1,0,68,23,-32.44348,152.52708,1.2,6,38,3,23/05/2022,
51895,22,143,3,1,0,30,-32.44969,152.51589,1.7,5,92,3,23/05/2022,
51895,22,143,8,1,76,25,-32.45628,152.50175,1,7,46,3,23/05/2022,
51895,22,143,9,0,86,25,-32.45286,152.49354,1.3,7,38,3,23/05/2022,
51895,22,143,10,0,32,27,-32.44633,152.49343,1,8,38,3,23/05/2022,
51895,22,143,11,0,52,30,-32.44362,152.49418,0.9,8,38,3,23/05/2022,
51895,22,143,12,0,2,33,-32.44367,152.49403,0.9,8,38,3,23/05/2022,
51895,22,143,13,0,66,25,-32.45033,152.49542,1.1,6,38,3,23/05/2022,
51895,22,143,14,0,84,25,-32.44928,152.51536,0.8,10,38,3,23/05/2022,
51895,22,143,15,0,72,28,-32.44739,152.51429,0.7,10,38,3,23/05/2022,
51895,22,143,16,0,46,27,-32.44792,152.5149,1.1,8,38,3,23/05/2022,
51895,22,143,17,0,42,26,-32.44832,152.51597,1.1,7,38,3,23/05/2022,
51895,22,143,18,0,36,27,-32.44703,152.5167,0.9,8,39,3,23/05/2022,
51895,22,143,19,1,26,27,-32.44877,152.51579,1.2,7,66,3,23/05/2022,
51895,22,143,20,0,26,25,-32.44713,152.51582,0.8,9,38,3,23/05/2022,
51895,22,143,21,0,20,26,-32.44752,152.51615,0.9,9,37,3,23/05/2022,
51895,22,143,22,0,0,27,-32.44747,152.51609,1,7,38,3,23/05/2022,
51895,22,143,23,0,2,31,-32.44753,152.51612,1.1,7,38,3,23/05/2022,
51895,22,144,0,1,56,25,-32.4465,152.51632,1.1,6,85,3,24/05/2022,
51895,22,144,1,2,0,27,-32.44649,152.51625,1.7,5,120,2,24/05/2022,
51895,22,144,2,1,2,26,-32.44644,152.51625,1.1,6,79,3,24/05/2022,
51895,22,144,7,1,2,26,-32.44794,152.5164,1.3,6,101,3,24/05/2022,
51895,22,144,8,0,44,25,-32.44116,152.51963,0.8,10,39,3,24/05/2022,
51895,22,144,9,0,84,24,-32.43082,152.51203,0.9,9,38,3,24/05/2022,
51895,22,144,10,0,86,25,-32.4359,152.5177,0.9,9,38,3,24/05/2022,
51895,22,144,11,0,54,28,-32.43385,152.52157,0.8,9,40,3,24/05/2022,
51895,22,144,12,0,28,30,-32.43357,152.52143,1,7,38,3,24/05/2022,
51895,22,144,13,0,86,26,-32.43627,152.52174,1.5,6,42,3,24/05/2022,
51895,22,144,14,1,50,27,-32.43488,152.51997,1.3,6,76,3,24/05/2022,
51895,22,144,15,0,6,28,-32.43461,152.52047,1.3,7,38,3,24/05/2022,
51895,22,144,16,0,66,26,-32.43278,152.52172,1,7,38,3,24/05/2022,
51895,22,144,17,0,62,25,-32.43411,152.52416,0.9,8,39,3,24/05/2022,
51895,22,144,18,0,16,25,-32.43482,152.52523,0.9,10,38,3,24/05/2022,
51895,22,144,19,0,0,27,-32.43479,152.52539,1.7,5,40,3,24/05/2022,
51895,22,144,20,0,0,26,-32.43484,152.52517,1.3,6,38,3,24/05/2022,
51895,22,144,22,0,0,27,-32.43478,152.52525,1.1,7,38,3,24/05/2022,
51895,22,144,23,0,54,24,-32.43463,152.52197,1.2,7,38,3,24/05/2022,
51895,22,145,0,0,36,24,-32.43355,152.52368,0.9,8,38,3,25/05/2022,
51895,22,145,1,0,26,26,-32.43469,152.52528,1.1,8,38,3,25/05/2022,
51895,22,145,2,0,0,23,-32.43485,152.52525,1.4,6,38,3,25/05/2022,
51895,22,145,4,0,0,27,-32.43489,152.52531,1.1,8,38,3,25/05/2022,
51895,22,145,5,0,2,27,-32.43452,152.52581,0.9,9,38,3,25/05/2022,
51895,22,145,7,0,76,23,-32.44069,152.5212,1,7,38,3,25/05/2022,
51895,22,145,8,0,52,24,-32.44663,152.51647,0.8,10,40,3,25/05/2022,
51895,22,145,9,0,46,26,-32.4467,152.51608,1.1,7,38,3,25/05/2022,
51895,22,145,10,0,66,30,-32.43402,152.52325,1.2,7,38,3,25/05/2022,
51895,22,145,11,0,52,30,-32.43394,152.52456,1.2,6,38,3,25/05/2022,
51895,22,145,12,0,32,37,-32.43397,152.52348,0.9,8,38,3,25/05/2022,
51895,22,145,13,0,30,32,-32.43397,152.52452,1.1,7,38,3,25/05/2022,
