CollarSerialNumber,Year,Julianday,Hour,Minute,Activity,Temperature,Latitude,Longitude,Hdop,NumSats,FixTime,2D/3D,Date,Time Zone
51895,22,98,11,1,42,33,-32.44544,152.51811,1.8,4,95,3,8/04/2022,local
51895,22,98,12,0,34,34,-32.44501,152.51853,1.4,5,38,3,8/04/2022,local
51895,22,98,13,0,56,33,-32.44552,152.51792,0.8,10,42,3,8/04/2022,local
51895,22,98,14,0,78,35,-32.44892,152.51556,0.9,8,38,3,8/04/2022,local
51895,22,98,15,0,4,37,-32.44896,152.51548,0.9,8,38,3,8/04/2022,local
51895,22,98,16,0,16,37,-32.4491,152.51628,0.8,9,38,3,8/04/2022,local
51895,22,98,17,0,28,32,-32.44915,152.51625,1.2,8,39,3,8/04/2022,local
51895,22,98,19,1,2,29,-32.44881,152.51531,2.9,4,101,3,8/04/2022,local
51895,22,98,20,0,18,29,-32.44934,152.51567,0.7,11,42,3,8/04/2022,local
51895,22,98,21,1,58,29,-32.44862,152.51582,1,8,68,3,8/04/2022,local
51895,22,98,22,0,2,29,-32.44862,152.51585,1.1,7,38,3,8/04/2022,local
51895,22,98,23,0,62,30,-32.44932,152.51582,0.8,9,38,3,8/04/2022,local
51895,22,99,0,0,16,30,-32.44871,152.51567,0.9,8,53,3,9/04/2022,local
51895,22,99,4,1,2,31,-32.44854,152.51589,1.1,8,59,3,9/04/2022,local
51895,22,99,5,0,76,28,-32.44944,152.51615,0.7,11,38,3,9/04/2022,local
51895,22,99,6,0,46,28,-32.44907,152.51472,0.7,11,38,3,9/04/2022,local
51895,22,99,7,0,54,28,-32.44913,152.51609,0.8,10,38,3,9/04/2022,local
51895,22,99,8,0,52,30,-32.44913,152.5162,0.9,9,38,3,9/04/2022,local
51895,22,99,9,0,60,31,-32.44874,152.51602,0.8,9,38,3,9/04/2022,local
51895,22,99,10,0,24,32,-32.45068,152.51681,0.9,8,37,3,9/04/2022,local
51895,22,99,11,0,0,33,-32.45063,152.51676,1,7,40,3,9/04/2022,local
51895,22,99,12,0,10,33,-32.45061,152.51673,1.2,7,38,3,9/04/2022,local
51895,22,99,13,0,88,36,-32.4482,152.51486,0.8,10,38,3,9/04/2022,local
51895,22,99,14,0,72,32,-32.44627,152.51692,0.9,8,39,3,9/04/2022,local
51895,22,99,15,0,88,30,-32.44909,152.51536,0.9,8,38,3,9/04/2022,local
51895,22,99,17,0,88,30,-32.4482,152.5151,1,8,38,3,9/04/2022,local
51895,22,99,18,0,52,30,-32.44998,152.51544,1.2,8,38,3,9/04/2022,local
51895,22,99,19,0,0,30,-32.45011,152.51548,0.9,9,38,3,9/04/2022,local
51895,22,99,20,0,0,30,-32.45001,152.51556,0.9,9,38,3,9/04/2022,local
51895,22,99,22,0,2,30,-32.44852,152.51577,1.3,7,38,3,9/04/2022,local
51895,22,99,23,0,2,30,-32.44872,152.51579,1.4,5,48,3,9/04/2022,local
51895,22,100,0,0,0,30,-32.4487,152.51559,0.9,8,38,3,10/04/2022,local
51895,22,100,2,0,60,30,-32.44953,152.51632,0.7,10,38,3,10/04/2022,local
51895,22,100,6,1,54,28,-32.44812,152.51524,0.7,11,87,3,10/04/2022,local
51895,22,100,7,0,76,28,-32.44834,152.516,0.8,10,38,3,10/04/2022,local
51895,22,100,8,0,32,30,-32.44693,152.51632,1,8,38,3,10/04/2022,local
51895,22,100,9,0,64,32,-32.44834,152.51602,0.8,9,38,3,10/04/2022,local
51895,22,100,10,0,40,34,-32.4468,152.5173,1.3,6,40,3,10/04/2022,local
51895,22,100,11,0,8,37,-32.447,152.51708,1.3,6,39,3,10/04/2022,local
51895,22,100,12,1,8,45,-32.44689,152.51715,1.1,6,95,3,10/04/2022,local
51895,22,100,13,0,4,36,-32.4468,152.51716,0.9,9,38,3,10/04/2022,local
51895,22,100,14,0,24,36,-32.44687,152.5167,0.9,9,38,3,10/04/2022,local
51895,22,100,15,0,94,33,-32.44682,152.51731,0.9,8,37,3,10/04/2022,local
51895,22,100,16,0,28,33,-32.44902,152.5164,0.9,8,38,3,10/04/2022,local
51895,22,100,17,0,66,32,-32.44923,152.51625,1.2,7,39,3,10/04/2022,local
51895,22,100,18,0,16,30,-32.44919,152.51617,0.8,9,38,3,10/04/2022,local
51895,22,100,19,0,34,29,-32.44937,152.51498,1.2,6,38,3,10/04/2022,local
51895,22,100,20,0,12,29,-32.44899,152.51594,0.9,9,38,3,10/04/2022,local
51895,22,100,21,0,14,29,-32.44844,152.51577,0.9,9,38,3,10/04/2022,local
51895,22,100,22,0,2,31,-32.44847,152.51582,1.5,6,38,3,10/04/2022,local
51895,22,100,23,0,20,29,-32.44878,152.5151,1.1,8,38,3,10/04/2022,local
51895,22,101,0,0,80,28,-32.44785,152.51571,0.8,10,37,3,11/04/2022,local
51895,22,101,1,0,14,28,-32.44785,152.51513,0.9,8,40,3,11/04/2022,local
51895,22,101,2,0,22,28,-32.44778,152.5151,0.9,8,40,3,11/04/2022,local
51895,22,101,3,0,2,29,-32.44774,152.51513,1.1,7,38,3,11/04/2022,local
51895,22,101,4,0,0,29,-32.44771,152.51536,1.1,8,38,3,11/04/2022,local
51895,22,101,5,0,26,27,-32.4486,152.51544,0.7,11,38,3,11/04/2022,local
51895,22,101,6,0,90,25,-32.44573,152.51737,0.7,11,38,3,11/04/2022,local
51895,22,101,7,0,54,27,-32.44914,152.51635,0.8,10,38,3,11/04/2022,local
51895,22,101,8,0,54,29,-32.4492,152.51602,0.8,10,39,3,11/04/2022,local
51895,22,101,9,0,66,30,-32.44886,152.51589,1,7,37,3,11/04/2022,local
51895,22,101,10,0,26,32,-32.44915,152.5162,1,7,38,3,11/04/2022,local
51895,22,101,11,0,30,33,-32.45077,152.51663,1.2,7,38,3,11/04/2022,local
51895,22,101,12,0,0,33,-32.45052,152.51654,1.5,6,38,3,11/04/2022,local
51895,22,101,13,0,0,34,-32.45062,152.51669,0.8,10,38,3,11/04/2022,
51895,22,101,14,0,2,34,-32.45063,152.5167,0.8,9,38,3,11/04/2022,
51895,22,101,15,0,42,35,-32.44816,152.516,0.9,8,38,3,11/04/2022,
51895,22,101,16,0,66,35,-32.44926,152.51608,0.9,8,38,3,11/04/2022,
51895,22,101,17,0,72,32,-32.44451,152.51989,0.9,8,38,3,11/04/2022,
51895,22,101,18,0,62,31,-32.44847,152.51403,1.5,6,48,3,11/04/2022,
51895,22,101,19,0,4,30,-32.44877,152.51422,0.9,8,39,3,11/04/2022,
51895,22,101,20,0,44,29,-32.4488,152.51544,0.9,9,39,3,11/04/2022,
51895,22,101,21,0,70,29,-32.44688,152.5138,0.8,10,39,3,11/04/2022,
51895,22,101,22,0,18,30,-32.44846,152.51577,1.1,8,38,3,11/04/2022,
51895,22,101,23,0,6,30,-32.44867,152.51582,0.9,8,40,3,11/04/2022,
51895,22,102,0,0,34,30,-32.44643,152.5138,0.8,9,38,3,12/04/2022,
51895,22,102,1,0,16,31,-32.44601,152.51335,1.2,6,38,3,12/04/2022,
51895,22,102,3,0,2,36,-32.44623,152.5135,1.3,7,38,3,12/04/2022,
51895,22,102,4,0,4,31,-32.44604,152.51341,1.2,6,38,3,12/04/2022,
51895,22,102,5,0,0,29,-32.44622,152.51341,0.8,10,39,3,12/04/2022,
51895,22,102,6,0,22,28,-32.44842,152.51495,0.8,10,39,3,12/04/2022,
51895,22,102,7,0,94,28,-32.45628,152.49644,0.8,10,38,3,12/04/2022,
51895,22,102,8,1,92,29,-32.4598,152.4705,1,8,69,3,12/04/2022,
51895,22,102,9,1,94,29,-32.45039,152.46127,0.9,8,69,3,12/04/2022,
51895,22,102,10,1,82,30,-32.43272,152.46376,0.9,8,87,3,12/04/2022,
51895,22,102,11,1,90,30,-32.41116,152.4748,1,8,63,3,12/04/2022,
51895,22,102,12,0,68,33,-32.40902,152.48039,0.8,10,38,3,12/04/2022,
51895,22,102,13,0,2,34,-32.40921,152.48031,0.8,10,38,3,12/04/2022,
51895,22,102,14,0,72,29,-32.40765,152.46733,0.8,9,38,3,12/04/2022,
51895,22,102,15,0,86,29,-32.40681,152.46894,0.8,9,38,3,12/04/2022,
51895,22,102,16,0,80,30,-32.41106,152.46589,1.2,7,40,3,12/04/2022,
51895,22,102,17,0,28,30,-32.41196,152.4662,1.1,8,38,3,12/04/2022,
51895,22,102,18,0,64,29,-32.40307,152.46437,0.7,10,38,3,12/04/2022,
51895,22,102,19,0,4,30,-32.40307,152.46444,0.9,8,38,3,12/04/2022,
51895,22,102,20,0,0,34,-32.40297,152.46424,1,7,48,3,12/04/2022,
51895,22,102,21,0,4,33,-32.40318,152.46455,0.8,9,39,3,12/04/2022,
51895,22,102,22,0,2,33,-32.40293,152.46435,1.3,7,40,3,12/04/2022,
51895,22,102,23,0,36,28,-32.40496,152.4662,0.9,8,38,3,12/04/2022,
51895,22,103,0,0,38,29,-32.40631,152.46597,0.9,7,39,3,13/04/2022,
51895,22,103,1,0,0,29,-32.40616,152.466,1.2,6,38,3,13/04/2022,
51895,22,103,2,0,2,29,-32.4062,152.46611,0.9,8,40,3,13/04/2022,
51895,22,103,3,0,2,29,-32.4063,152.466,1.1,7,38,3,13/04/2022,
51895,22,103,4,0,12,28,-32.40624,152.4662,1.2,7,38,3,13/04/2022,
51895,22,103,5,0,64,26,-32.41106,152.46592,0.8,10,38,3,13/04/2022,
51895,22,103,6,0,74,26,-32.41415,152.47116,1.2,6,37,3,13/04/2022,
51895,22,103,7,0,86,26,-32.40177,152.49746,0.9,9,38,3,13/04/2022,
51895,22,103,8,0,94,26,-32.40232,152.51605,1,8,38,3,13/04/2022,
51895,22,103,11,1,48,29,-32.42191,152.51788,1.4,6,91,3,13/04/2022,
51895,22,103,12,0,12,30,-32.42222,152.51777,1.2,8,38,3,13/04/2022,
51895,22,103,13,0,94,26,-32.43053,152.51989,1,8,38,3,13/04/2022,
51895,22,103,14,0,20,28,-32.43125,152.51902,0.8,9,39,3,13/04/2022,
51895,22,103,15,0,66,28,-32.43352,152.52197,0.8,9,38,3,13/04/2022,
51895,22,103,16,0,88,28,-32.44886,152.51609,1.4,6,38,3,13/04/2022,
51895,22,103,17,0,70,28,-32.44957,152.51669,1,7,46,3,13/04/2022,
51895,22,103,18,0,60,26,-32.44789,152.50784,0.9,9,38,3,13/04/2022,
51895,22,103,19,0,0,32,-32.4479,152.50776,0.9,9,38,3,13/04/2022,
51895,22,103,21,0,6,32,-32.44785,152.50796,0.8,10,39,3,13/04/2022,
51895,22,103,22,0,2,30,-32.44797,152.50785,0.8,10,39,3,13/04/2022,
51895,22,103,23,0,4,30,-32.44806,152.50793,0.8,9,38,3,13/04/2022,
51895,22,104,0,1,4,29,-32.44829,152.50814,0.8,9,72,3,14/04/2022,
51895,22,104,1,0,2,27,-32.44806,152.50784,1.1,8,38,3,14/04/2022,
51895,22,104,2,0,2,27,-32.4481,152.50796,0.8,9,38,3,14/04/2022,
51895,22,104,3,0,0,28,-32.44828,152.50814,1,8,38,3,14/04/2022,
51895,22,104,4,0,0,27,-32.44808,152.50788,1.1,8,38,3,14/04/2022,
51895,22,104,5,0,2,28,-32.44824,152.50784,1.1,8,38,3,14/04/2022,
51895,22,104,6,0,44,26,-32.4526,152.49392,0.8,10,38,3,14/04/2022,
51895,22,104,7,1,92,25,-32.44795,152.50456,1,9,70,3,14/04/2022,
51895,22,104,8,0,68,28,-32.44918,152.5162,0.8,10,38,3,14/04/2022,
51895,22,104,9,0,50,30,-32.4491,152.51617,1,8,38,3,14/04/2022,
51895,22,104,10,0,24,34,-32.44918,152.5162,0.9,9,38,3,14/04/2022,
51895,22,104,11,0,34,31,-32.45066,152.51669,0.9,9,38,3,14/04/2022,
51895,22,104,12,0,2,33,-32.45082,152.51686,1.1,7,38,3,14/04/2022,
51895,22,104,13,0,50,35,-32.44736,152.51628,0.9,9,38,3,14/04/2022,
51895,22,104,14,0,56,33,-32.44733,152.51647,1,7,38,3,14/04/2022,
51895,22,104,15,0,40,33,-32.44916,152.5162,0.8,9,38,3,14/04/2022,
51895,22,104,16,0,32,32,-32.44915,152.5162,1.2,7,38,3,14/04/2022,
51895,22,104,17,0,44,30,-32.44629,152.51673,0.8,9,39,3,14/04/2022,
51895,22,104,18,0,34,29,-32.44907,152.51623,0.9,9,38,3,14/04/2022,
51895,22,104,19,0,50,30,-32.44831,152.51589,0.9,9,38,3,14/04/2022,
51895,22,104,20,0,22,30,-32.44911,152.51623,0.7,11,38,3,14/04/2022,
51895,22,104,21,0,34,30,-32.44909,152.51623,0.9,9,38,3,14/04/2022,
51895,22,104,22,0,64,28,-32.44794,152.51457,0.8,10,38,3,14/04/2022,
51895,22,104,23,0,42,29,-32.44849,152.51501,0.8,10,38,3,14/04/2022,
51895,22,105,0,0,28,28,-32.44825,152.51582,0.8,9,39,3,15/04/2022,
51895,22,105,1,0,50,27,-32.44832,152.51582,0.9,8,38,3,15/04/2022,
51895,22,105,2,0,2,28,-32.4483,152.51594,0.9,8,38,3,15/04/2022,
51895,22,105,3,0,48,26,-32.44844,152.5149,1.2,7,38,3,15/04/2022,
51895,22,105,4,0,6,28,-32.44835,152.51594,1.2,6,38,3,15/04/2022,
51895,22,105,5,0,2,29,-32.44837,152.51594,1,8,38,3,15/04/2022,
51895,22,105,6,0,16,27,-32.44925,152.51609,0.7,10,38,3,15/04/2022,
51895,22,105,7,0,52,26,-32.44913,152.51625,1.1,8,37,3,15/04/2022,
51895,22,105,8,0,50,27,-32.44916,152.51623,0.8,9,38,3,15/04/2022,
51895,22,105,9,0,12,32,-32.44916,152.51628,0.8,9,38,3,15/04/2022,
51895,22,105,10,0,38,30,-32.44636,152.51681,0.9,8,39,3,15/04/2022,
51895,22,105,11,0,24,31,-32.44904,152.51722,1.1,7,38,3,15/04/2022,
51895,22,105,12,0,0,33,-32.44897,152.51724,1.5,6,38,3,15/04/2022,
51895,22,105,13,0,2,33,-32.44895,152.5173,0.8,10,38,3,15/04/2022,
51895,22,105,14,0,12,35,-32.44911,152.51632,1,7,38,3,15/04/2022,
51895,22,105,15,0,52,30,-32.44768,152.51457,0.9,8,38,3,15/04/2022,
51895,22,105,16,0,80,30,-32.44903,152.51594,1.3,7,38,3,15/04/2022,
51895,22,105,17,0,48,30,-32.44614,152.51594,1,8,38,3,15/04/2022,
51895,22,105,18,0,62,28,-32.44699,152.51396,1,8,38,3,15/04/2022,
51895,22,105,19,0,2,29,-32.44694,152.51379,1,8,38,3,15/04/2022,
51895,22,105,20,0,28,27,-32.44905,152.51628,0.8,9,38,3,15/04/2022,
51895,22,105,21,0,78,25,-32.44911,152.51623,0.9,9,38,3,15/04/2022,
51895,22,105,22,0,82,25,-32.44923,152.51539,0.9,9,38,3,15/04/2022,
51895,22,105,23,0,48,26,-32.44701,152.51638,0.9,9,38,3,15/04/2022,
51895,22,106,0,0,2,26,-32.44706,152.51638,0.9,8,38,3,16/04/2022,
51895,22,106,1,0,62,25,-32.44855,152.51551,1.2,7,37,3,16/04/2022,
51895,22,106,2,0,12,25,-32.44855,152.51548,0.8,9,38,3,16/04/2022,
51895,22,106,3,0,6,25,-32.44844,152.51531,0.9,9,38,3,16/04/2022,
51895,22,106,4,0,16,25,-32.44779,152.51495,1.2,7,38,3,16/04/2022,
51895,22,106,5,0,2,28,-32.44792,152.51495,0.9,8,40,3,16/04/2022,
51895,22,106,6,1,52,24,-32.44726,152.51361,0.8,10,71,3,16/04/2022,
51895,22,106,7,0,80,25,-32.45099,152.5173,0.9,10,38,3,16/04/2022,
51895,22,106,8,0,50,27,-32.44918,152.51625,0.8,9,38,3,16/04/2022,
51895,22,106,9,0,66,30,-32.44956,152.51692,0.9,9,39,3,16/04/2022,
51895,22,106,10,0,18,32,-32.4496,152.51564,0.7,10,38,3,16/04/2022,
51895,22,106,11,0,2,33,-32.44965,152.51564,1,8,38,3,16/04/2022,
51895,22,106,12,0,2,37,-32.44965,152.51562,1,8,38,3,16/04/2022,
51895,22,106,13,0,2,36,-32.44959,152.51562,0.9,9,38,3,16/04/2022,
51895,22,106,14,0,2,35,-32.4496,152.51564,1.3,7,38,3,16/04/2022,
51895,22,106,15,0,34,36,-32.44916,152.51625,0.8,9,38,3,16/04/2022,
51895,22,106,16,0,72,33,-32.44834,152.51589,1.2,7,38,3,16/04/2022,
51895,22,106,17,0,18,32,-32.4491,152.51617,1,8,38,3,16/04/2022,
51895,22,106,18,0,68,28,-32.44831,152.5157,0.9,8,38,3,16/04/2022,
51895,22,106,19,0,0,29,-32.44842,152.51582,1.3,6,38,3,16/04/2022,
51895,22,106,20,0,50,27,-32.4468,152.5162,0.7,10,38,3,16/04/2022,
51895,22,106,21,0,32,28,-32.44972,152.51564,0.8,10,38,3,16/04/2022,
51895,22,106,22,0,42,27,-32.44775,152.5149,0.9,9,38,3,16/04/2022,
51895,22,106,23,0,62,26,-32.44717,152.516,0.9,9,38,3,16/04/2022,
51895,22,107,0,0,90,25,-32.4489,152.51562,0.8,9,38,3,17/04/2022,
51895,22,107,1,0,28,26,-32.44836,152.51564,0.9,8,38,3,17/04/2022,
51895,22,107,2,0,4,27,-32.44836,152.51585,0.8,9,38,3,17/04/2022,
51895,22,107,3,0,6,26,-32.44838,152.51608,1.2,7,38,3,17/04/2022,
51895,22,107,4,0,4,28,-32.44839,152.51615,1.2,7,40,3,17/04/2022,
51895,22,107,5,0,42,26,-32.44946,152.51666,0.7,11,38,3,17/04/2022,
51895,22,107,6,0,86,25,-32.44668,152.51403,0.8,10,38,3,17/04/2022,
51895,22,107,7,0,66,26,-32.44919,152.51623,1.1,8,38,3,17/04/2022,
51895,22,107,8,0,78,26,-32.44488,152.51757,0.9,9,38,3,17/04/2022,
51895,22,107,9,0,46,30,-32.44964,152.5157,1,8,38,3,17/04/2022,
51895,22,107,10,0,2,33,-32.44956,152.5157,0.8,9,38,3,17/04/2022,
51895,22,107,11,0,0,35,-32.44955,152.51567,0.8,9,38,3,17/04/2022,
51895,22,107,12,0,2,34,-32.44961,152.51562,0.9,9,39,3,17/04/2022,
51895,22,107,13,0,2,33,-32.44962,152.51567,0.8,10,38,3,17/04/2022,
51895,22,107,14,1,0,33,-32.44983,152.51548,1.3,5,88,3,17/04/2022,
51895,22,107,15,0,0,33,-32.44955,152.51556,0.9,8,40,3,17/04/2022,
51895,22,107,16,0,4,35,-32.44964,152.51567,1.3,6,41,3,17/04/2022,
51895,22,107,17,0,2,32,-32.44967,152.51556,1.2,7,38,3,17/04/2022,
51895,22,107,18,0,2,30,-32.44973,152.51562,0.9,9,38,3,17/04/2022,
51895,22,107,19,0,2,30,-32.44967,152.51559,0.8,9,38,3,17/04/2022,
51895,22,107,20,0,72,30,-32.45164,152.51585,0.7,11,38,3,17/04/2022,
51895,22,107,21,0,78,29,-32.4477,152.51577,1,8,40,3,17/04/2022,
51895,22,107,22,0,36,30,-32.44836,152.51577,0.9,9,38,3,17/04/2022,
51895,22,107,23,0,18,30,-32.44781,152.51501,0.7,10,38,3,17/04/2022,
51895,22,108,0,0,62,28,-32.44847,152.51536,0.9,8,38,3,18/04/2022,
51895,22,108,1,0,52,27,-32.44771,152.5149,1.2,7,38,3,18/04/2022,
51895,22,108,2,0,54,26,-32.44695,152.51371,0.8,9,38,3,18/04/2022,
51895,22,108,3,0,52,26,-32.44783,152.51487,1,8,38,3,18/04/2022,
51895,22,108,4,0,6,25,-32.44794,152.5149,1.2,7,38,3,18/04/2022,
51895,22,108,5,0,46,26,-32.44722,152.51678,1,8,38,3,18/04/2022,
51895,22,108,6,0,82,27,-32.44219,152.52886,0.8,10,38,3,18/04/2022,
51895,22,108,7,0,60,28,-32.43984,152.52952,0.9,10,38,3,18/04/2022,
51895,22,108,9,1,2,30,-32.43991,152.5297,1.4,5,59,3,18/04/2022,
51895,22,108,10,0,10,34,-32.43986,152.52975,1,8,38,3,18/04/2022,
51895,22,108,11,0,2,34,-32.44002,152.52975,1.1,7,38,3,18/04/2022,
51895,22,108,12,0,2,40,-32.43994,152.52981,1.1,8,38,3,18/04/2022,
51895,22,108,13,0,4,37,-32.43994,152.52973,1,8,38,3,18/04/2022,
51895,22,108,14,0,0,36,-32.43998,152.5297,0.8,10,38,3,18/04/2022,
51895,22,108,15,0,2,34,-32.43993,152.52978,0.8,10,38,3,18/04/2022,
51895,22,108,16,0,62,31,-32.43926,152.53005,1.3,6,38,3,18/04/2022,
51895,22,108,17,0,38,30,-32.44121,152.52914,0.8,9,39,3,18/04/2022,
51895,22,108,18,0,12,29,-32.44123,152.52917,0.9,9,38,3,18/04/2022,
51895,22,108,19,0,24,30,-32.44123,152.52914,0.8,9,38,3,18/04/2022,
51895,22,108,20,0,44,30,-32.44179,152.53459,0.7,11,38,3,18/04/2022,
51895,22,108,21,0,50,31,-32.43911,152.53517,1,9,38,3,18/04/2022,
51895,22,108,22,0,2,31,-32.43919,152.53512,0.8,10,38,3,18/04/2022,
51895,22,108,23,0,10,30,-32.43916,152.53515,0.7,11,39,3,18/04/2022,
51895,22,109,0,0,82,27,-32.44373,152.5254,0.9,8,38,3,19/04/2022,
51895,22,109,1,0,90,29,-32.44724,152.51396,0.9,8,38,3,19/04/2022,
51895,22,109,2,0,48,28,-32.44702,152.5138,0.8,9,38,3,19/04/2022,
51895,22,109,3,0,72,29,-32.44836,152.51463,1.4,8,38,3,19/04/2022,
51895,22,109,4,0,22,28,-32.44791,152.51501,1,8,38,3,19/04/2022,
51895,22,109,5,0,10,28,-32.4474,152.51425,0.8,9,38,3,19/04/2022,
51895,22,109,6,0,20,28,-32.44831,152.5146,0.8,9,38,3,19/04/2022,
51895,22,109,7,0,80,28,-32.44916,152.51623,1,9,38,3,19/04/2022,
51895,22,109,8,0,42,29,-32.44874,152.51635,0.8,10,38,3,19/04/2022,
51895,22,109,9,0,28,32,-32.44745,152.51417,0.9,8,38,3,19/04/2022,
51895,22,109,10,0,4,33,-32.44735,152.51417,0.8,9,38,3,19/04/2022,
51895,22,109,11,0,2,33,-32.4474,152.51419,0.8,9,38,3,19/04/2022,
51895,22,109,12,0,2,33,-32.44738,152.51425,0.7,11,38,3,19/04/2022,
51895,22,109,13,0,56,36,-32.44773,152.51632,0.8,9,38,3,19/04/2022,
51895,22,109,14,0,72,34,-32.44774,152.51696,0.8,9,38,3,19/04/2022,
51895,22,109,15,0,34,34,-32.44773,152.51445,0.9,8,38,3,19/04/2022,
51895,22,109,16,0,2,32,-32.44771,152.51441,0.8,10,38,3,19/04/2022,
51895,22,109,17,0,0,31,-32.44776,152.51432,0.9,8,38,3,19/04/2022,
51895,22,109,18,0,14,31,-32.44903,152.51437,0.9,9,38,3,19/04/2022,
51895,22,109,19,0,42,31,-32.44771,152.51434,1.2,6,38,3,19/04/2022,
51895,22,109,20,1,2,31,-32.44724,152.51448,1.2,7,65,3,19/04/2022,
51895,22,109,21,0,0,30,-32.44773,152.51434,1.1,8,39,3,19/04/2022,
51895,22,109,22,0,70,30,-32.44797,152.51536,0.8,10,38,3,19/04/2022,
51895,22,109,23,0,72,29,-32.44793,152.5148,0.7,11,38,3,19/04/2022,
51895,22,110,0,0,28,30,-32.44779,152.51493,0.9,8,40,3,20/04/2022,
51895,22,110,1,0,46,29,-32.44834,152.51524,1.4,6,38,3,20/04/2022,
51895,22,110,2,0,80,28,-32.44703,152.51663,0.8,9,40,3,20/04/2022,
51895,22,110,3,0,46,29,-32.44866,152.51708,1,8,38,3,20/04/2022,
51895,22,110,4,0,64,27,-32.44815,152.51564,0.8,9,37,3,20/04/2022,
51895,22,110,5,0,62,25,-32.45443,152.50834,0.7,11,38,3,20/04/2022,
51895,22,110,6,0,96,23,-32.45342,152.50704,0.8,10,39,3,20/04/2022,
51895,22,110,7,0,84,27,-32.4537,152.50616,1,9,37,3,20/04/2022,
51895,22,110,8,0,32,27,-32.4535,152.50628,1,8,38,3,20/04/2022,
51895,22,110,9,0,2,30,-32.45347,152.50625,0.9,9,38,3,20/04/2022,
51895,22,110,10,0,68,32,-32.45433,152.50006,0.8,10,38,3,20/04/2022,
51895,22,110,11,0,46,32,-32.45092,152.5012,1,7,39,3,20/04/2022,
51895,22,110,12,0,4,32,-32.45146,152.50064,1.4,6,38,3,20/04/2022,
51895,22,110,13,0,2,32,-32.4513,152.50083,1.1,7,38,3,20/04/2022,
51895,22,110,14,0,2,31,-32.45141,152.50068,0.8,9,39,3,20/04/2022,
51895,22,110,15,0,2,32,-32.45145,152.50067,0.8,9,38,3,20/04/2022,
51895,22,110,16,0,36,31,-32.45052,152.50044,1,7,38,3,20/04/2022,
51895,22,110,17,0,86,30,-32.44665,152.50724,1.4,6,39,3,20/04/2022,
51895,22,110,18,0,88,28,-32.44351,152.51525,1,7,39,3,20/04/2022,
51895,22,110,19,0,42,30,-32.44202,152.51773,0.8,10,39,3,20/04/2022,
51895,22,110,20,0,4,30,-32.44183,152.51783,1,7,38,3,20/04/2022,
51895,22,110,21,0,4,28,-32.44196,152.51783,1.1,8,38,3,20/04/2022,
51895,22,110,22,0,80,27,-32.432,152.51715,0.9,9,38,3,20/04/2022,
51895,22,110,23,0,78,25,-32.43435,152.52409,0.8,9,38,3,20/04/2022,
51895,22,111,0,0,88,25,-32.4478,152.51564,0.9,8,38,3,21/04/2022,
51895,22,111,1,0,20,24,-32.4467,152.51379,1.8,6,38,3,21/04/2022,
51895,22,111,2,0,76,25,-32.44619,152.51696,0.8,9,38,3,21/04/2022,
51895,22,111,3,0,80,23,-32.44698,152.51991,1,8,37,3,21/04/2022,
51895,22,111,4,0,62,23,-32.44545,152.51097,1.1,7,38,3,21/04/2022,
51895,22,111,5,0,64,23,-32.44818,152.51541,0.7,10,38,3,21/04/2022,
51895,22,111,6,0,18,24,-32.44687,152.51338,0.8,10,38,3,21/04/2022,
51895,22,111,7,0,90,24,-32.44723,152.50491,0.9,9,39,3,21/04/2022,
51895,22,111,8,0,46,26,-32.44258,152.50453,0.9,8,38,3,21/04/2022,
51895,22,111,9,0,0,29,-32.44249,152.50465,0.9,8,38,3,21/04/2022,
51895,22,111,10,0,2,32,-32.44247,152.5046,0.8,10,38,3,21/04/2022,
51895,22,111,11,0,0,34,-32.44256,152.5045,1.5,6,39,3,21/04/2022,
51895,22,111,12,0,2,36,-32.44242,152.5045,1.5,6,38,3,21/04/2022,
51895,22,111,13,0,4,36,-32.44245,152.5045,0.9,9,38,3,21/04/2022,
51895,22,111,14,0,2,37,-32.44205,152.50434,1.2,7,44,3,21/04/2022,
51895,22,111,15,0,4,35,-32.44247,152.50456,0.9,8,37,3,21/04/2022,
51895,22,111,16,0,0,33,-32.44246,152.50465,0.8,10,38,3,21/04/2022,
51895,22,111,17,0,6,31,-32.44251,152.50453,0.9,8,38,3,21/04/2022,
51895,22,111,18,0,12,30,-32.44223,152.50418,0.9,9,38,3,21/04/2022,
51895,22,111,19,0,84,29,-32.44669,152.50015,0.8,9,39,3,21/04/2022,
51895,22,111,20,0,30,29,-32.4466,152.50021,0.8,9,38,3,21/04/2022,
51895,22,111,21,0,6,27,-32.44662,152.50028,1,8,38,3,21/04/2022,
51895,22,111,22,0,2,28,-32.44667,152.50028,0.9,9,37,3,21/04/2022,
51895,22,111,23,0,84,25,-32.44892,152.5149,0.8,10,38,3,21/04/2022,
51895,22,112,1,1,66,26,-32.45182,152.51776,1,7,59,3,22/04/2022,
51895,22,112,2,0,50,28,-32.44665,152.51406,0.8,9,38,3,22/04/2022,
51895,22,112,3,1,32,29,-32.4491,152.51539,1.7,5,107,3,22/04/2022,
51895,22,112,5,0,70,26,-32.44116,152.53062,0.7,11,38,3,22/04/2022,
51895,22,112,6,0,12,28,-32.44117,152.5307,0.8,10,38,3,22/04/2022,
51895,22,112,7,0,92,27,-32.44258,152.52691,1,8,38,3,22/04/2022,
51895,22,112,8,0,70,27,-32.44351,152.52569,1,7,38,3,22/04/2022,
